                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.57427,                0.81013,                      1,                0.95755,                0.00604,                0.00604,                0.00604
                     42,                0.56118,                0.81266,                      1,                0.95408,               0.005941,               0.005941,               0.005941
                     43,                0.54656,                0.81468,                      1,                0.95045,               0.005842,               0.005842,               0.005842
                     44,                  0.529,                0.81772,                      1,                0.94942,               0.005743,               0.005743,               0.005743
                     45,                0.52779,                0.81671,                      1,                0.94649,               0.005644,               0.005644,               0.005644
                     46,                 0.5139,                 0.8162,                      1,                0.94683,               0.005545,               0.005545,               0.005545
                     47,                 0.5034,                 0.8157,                      1,                0.94479,               0.005446,               0.005446,               0.005446
                     48,                0.48998,                0.81873,                      1,                0.94485,               0.005347,               0.005347,               0.005347
                     49,                0.48442,                0.81823,                      1,                 0.9392,               0.005248,               0.005248,               0.005248
                     50,                0.47722,                0.82076,                      1,                0.94021,               0.005149,               0.005149,               0.005149
                     51,                 0.4599,                 0.8238,                      1,                0.93848,                0.00505,                0.00505,                0.00505
                     52,                 0.4494,                 0.8238,                      1,                0.93645,               0.004951,               0.004951,               0.004951
                     53,                0.44639,                0.82481,                      1,                0.93685,               0.004852,               0.004852,               0.004852
                     54,                 0.4334,                0.82582,                      1,                0.93321,               0.004753,               0.004753,               0.004753
                     55,                0.42567,                0.82633,                      1,                0.93412,               0.004654,               0.004654,               0.004654
                     56,                 0.4159,                0.82582,                      1,                0.93274,               0.004555,               0.004555,               0.004555
                     57,                0.40335,                0.82684,                      1,                 0.9323,               0.004456,               0.004456,               0.004456
                     58,                0.39109,                0.82734,                      1,                0.93032,               0.004357,               0.004357,               0.004357
                     59,                0.38736,                0.82987,                      1,                0.92958,               0.004258,               0.004258,               0.004258
                     60,                0.38189,                0.83089,                      1,                0.92885,               0.004159,               0.004159,               0.004159
                     61,                0.36407,                0.83443,                      1,                 0.9257,                0.00406,                0.00406,                0.00406
                     62,                0.36193,                0.83696,                      1,                0.92615,               0.003961,               0.003961,               0.003961
                     63,                0.35712,                0.83848,                      1,                 0.9233,               0.003862,               0.003862,               0.003862
                     64,                0.34123,                0.83949,                      1,                0.92316,               0.003763,               0.003763,               0.003763
                     65,                0.34107,                   0.84,                      1,                0.92094,               0.003664,               0.003664,               0.003664
                     66,                0.32426,                0.84152,                      1,                0.91992,               0.003565,               0.003565,               0.003565
                     67,                0.32161,                0.84101,                      1,                0.92133,               0.003466,               0.003466,               0.003466
                     68,                0.30233,                0.84152,                      1,                0.91775,               0.003367,               0.003367,               0.003367
                     69,                0.30293,                0.84354,                      1,                0.91738,               0.003268,               0.003268,               0.003268
                     70,                0.29717,                0.84304,                      1,                0.91606,               0.003169,               0.003169,               0.003169
                     71,                0.28939,                0.84506,                      1,                0.91573,                0.00307,                0.00307,                0.00307
                     72,                0.28308,                0.84608,                      1,                0.91452,               0.002971,               0.002971,               0.002971
                     73,                0.27311,                0.84658,                      1,                  0.913,               0.002872,               0.002872,               0.002872
                     74,                0.27699,                0.84709,                      1,                0.91524,               0.002773,               0.002773,               0.002773
                     75,                0.25319,                0.84911,                      1,                0.91285,               0.002674,               0.002674,               0.002674
                     76,                0.25692,                0.84759,                      1,                0.91176,               0.002575,               0.002575,               0.002575
                     77,                0.24513,                0.84962,                      1,                 0.9098,               0.002476,               0.002476,               0.002476
                     78,                0.24584,                0.85013,                      1,                0.90922,               0.002377,               0.002377,               0.002377
                     79,                0.22941,                0.85165,                      1,                0.91005,               0.002278,               0.002278,               0.002278
                     80,                0.22769,                0.85215,                      1,                0.90663,               0.002179,               0.002179,               0.002179
                     81,                0.22107,                0.85316,                      1,                0.90679,                0.00208,                0.00208,                0.00208
                     82,                0.21581,                0.85468,                      1,                0.90601,               0.001981,               0.001981,               0.001981
                     83,                0.20921,                0.85519,                      1,                0.90393,               0.001882,               0.001882,               0.001882
                     84,                0.19439,                 0.8562,                      1,                 0.9047,               0.001783,               0.001783,               0.001783
                     85,                0.19161,                 0.8562,                      1,                0.90194,               0.001684,               0.001684,               0.001684
                     86,                 0.1924,                0.85671,                      1,                0.90337,               0.001585,               0.001585,               0.001585
                     87,                0.16943,                0.85772,                      1,                0.90128,               0.001486,               0.001486,               0.001486
                     88,                0.16968,                0.85873,                      1,                0.90191,               0.001387,               0.001387,               0.001387
                     89,                0.16988,                0.85772,                      1,                0.89959,               0.001288,               0.001288,               0.001288
                     90,                0.15956,                0.85823,                      1,                0.89926,               0.001189,               0.001189,               0.001189
                     91,                0.15096,                0.85924,                      1,                0.90124,                0.00109,                0.00109,                0.00109
                     92,                0.14747,                0.86025,                      1,                0.89914,               0.000991,               0.000991,               0.000991
                     93,                0.14284,                0.85975,                      1,                0.89824,               0.000892,               0.000892,               0.000892
                     94,                0.13499,                0.86076,                      1,                0.89591,               0.000793,               0.000793,               0.000793
                     95,                0.13665,                0.86127,                      1,                0.89499,               0.000694,               0.000694,               0.000694
                     96,                0.13694,                0.86076,                      1,                0.89416,               0.000595,               0.000595,               0.000595
                     97,                 0.1313,                0.86127,                      1,                 0.8938,               0.000496,               0.000496,               0.000496
                     98,                0.12153,                0.86177,                      1,                0.89333,               0.000397,               0.000397,               0.000397
                     99,                0.11924,                0.86278,                      1,                 0.8925,               0.000298,               0.000298,               0.000298
                    100,                0.11263,                0.86481,                      1,                0.89291,               0.000199,               0.000199,               0.000199
